0,-0.0393129
1,0.0119369
2,0.0109197
3,0.0187068
4,-0.00560422
5,-0.00414799
6,0.00219914
7,0.000551338
8,0.0112244
9,0.000171397
10,-0.00527684
11,0.000335384
12,-0.0140712
13,0.0148924
14,0.00165217
15,-0.096799
16,0.00434506
17,0.02055
18,-0.013368
19,-0.00405296
20,-0.00692882
21,-0.0016213
22,0.0084549
23,-0.0098483
24,-0.0154022
25,-0.0116896
26,0.00313794
27,0.0262487
28,0.0110792
29,-0.010835
30,-0.0242644
31,-0.00451704
32,-0.0190375
33,-0.00296804
34,0.00333218
35,-0.00947682
36,0.00322479
37,-0.0120293
38,-0.00250925
39,-0.010488
40,0.0292488
41,-0.00675336
42,-0.0123513
43,-0.00762042
44,0.00045301
45,-0.0110783
46,-0.000309719
47,-0.0154962
48,0.00844211
49,0.0133197
50,0.0107091
51,0.00834409
52,0.00704031
53,-0.0033851
54,0.0192024
55,-0.00537298
56,-0.0485471
57,0.00691776
58,0.0124682
59,-0.0453997
60,0.00499861
61,-0.00542275
62,-0.0128441
63,0.00519867
64,0.00948891
65,0.0229825
66,-0.00817432
67,-0.014442
68,-0.0014635
69,-0.0132795
70,0.00518795
71,0.0133618
72,0.0236895
73,-0.018232
74,0.0183287
75,-0.00164997
76,0.00344501
77,0.00906561
78,-0.018513
79,0.00870241
80,0.00548149
81,-0.00534285
82,-0.00723193
83,0.00601418
84,0.0182001
85,-0.0238965
86,0.0056933
87,0.00300095
88,0.0138446
89,0.00271084
90,0.00149723
91,-0.00903349
92,0.00712802
93,-0.0119995
94,-0.00503708
95,0.0244651
96,-0.00531656
97,0.00577014
98,0.000126639
99,0.00222693
100,0.0257996
101,-0.00199962
102,-0.00618572
103,0.0027973
104,-0.0293217
105,0.00216605
106,-0.00645053
107,-0.00445161
108,0.000941279
109,0.00620459
110,-0.0121443
111,-0.00124742
112,-0.0069851
113,0.014212
114,-0.0136495
115,0.0113978
116,-0.00515593
117,0.037405
118,-0.0162273
119,0.000447803
120,-0.0134034
121,-0.00818679
122,0.00146628
123,-0.0102542
124,0.012276
125,-0.0134526
126,-0.0195303
127,0.0078212
128,-0.00552215
129,0.0117691
130,0.000344917
131,0.00772335
132,-0.000227395
133,-0.0105789
134,-0.0217586
135,0.000571489
136,-0.011901
137,0.000409075
138,0.0149229
139,0.0106182
140,0.0165681
141,0.0266526
142,0.0046199
143,0.00236834
144,0.00571577
145,-0.00985676
146,0.0057025
147,0.00283095
148,-0.00552685
149,0.00241259
150,-0.00446083
151,-0.000602321
152,-0.0157845
153,-0.0169422
154,-0.00311893
155,1.75606e-05
156,-0.0137975
157,-0.000324467
158,-0.00343441
159,-0.0264615
160,0.0225658
161,-0.0094298
162,0.00976051
163,0.0143729
164,-0.0167014
165,-0.0100447
166,0.00601867
167,-0.000579243
168,-0.00831927
169,-0.0143839
170,0.00726452
171,-0.0153945
172,-0.0184869
173,-0.0143816
174,-0.0215959
175,0.00812374
176,0.0270405
177,0.00922456
178,-0.0151739
179,-0.00628695
180,-0.0324765
181,0.00877577
182,-0.00175872
183,0.0157219
184,-0.00219327
185,0.0205267
186,-0.010548
187,-0.0040011
188,0.00596806
189,0.00472654
190,-0.00956719
191,-0.0176437
192,0.00556087
193,-0.00460608
194,-0.00473034
195,0.0164017
196,-0.000865299
197,-0.0114943
198,0.0172989
199,-0.00349528
200,0.042606
201,0.0252469
202,0.0108262
203,-0.00137082
204,0.0184398
205,-0.0196457
206,0.0135572
207,-0.00327061
208,-0.00201068
209,-0.00804683
210,-0.0226314
211,0.00928264
212,-0.00408315
213,-0.00470283
214,-0.0185559
215,0.00957177
216,0.0115417
217,0.00344236
218,-0.03412
219,-0.0251438
220,0.00011463
221,-0.00715333
222,0.00544246
223,0.0273717
224,0.00241102
225,-0.00540475
226,0.0111771
227,0.0116763
228,0.00605298
229,0.013523
230,0.0163492
231,-0.000525985
232,-0.00886174
233,0.00553035
234,-0.0163329
235,0.00366287
236,-0.00568753
237,0.0173964
238,0.0106086
239,-0.00134938
240,-0.0071258
241,0.00395124
242,0.0215954
243,0.00371945
244,0.00724883
245,-0.0133334
246,0.0122261
247,-0.0017366
248,-0.00574246
249,-0.0108525
250,0.0083537
251,0.00706513
252,0.0203397
253,0.0196508
254,0.0180245
255,0.0076947
256,-0.00223347
257,-0.0125471
258,-0.00624227
259,0.00613842
260,0.00605502
261,-0.0137772
262,-0.024254
263,0.0148905
264,0.00720807
265,0.0103284
266,-0.0087714
267,-0.00153859
268,-0.0140364
269,-0.000209611
270,0.0015068
271,0.019589
272,0.0184859
273,-0.0107297
274,-0.0212154
275,-0.023575
276,0.010724
277,-0.00852245
278,0.00770153
279,-0.0264651
280,-0.0141055
281,0.00048747
282,0.0229682
283,0.0200559
284,-0.0191406
285,-0.00187951
286,0.02926
287,-0.00582285
288,0.0124984
289,-0.027965
290,0.0196568
291,-0.0017078
292,-0.0111525
293,0.0100528
294,0.00357576
295,-0.00647348
296,-0.00480604
297,0.0108587
298,-0.0065705
299,-4.30779e-05
300,0.0001819
301,0.000792856
302,-0.0159814
303,0.0014285
304,0.00599269
305,-3.07521e-05
306,0.00292056
307,0.000892035
308,0.00579435
309,-0.0121997
310,-0.00209285
311,0.0239776
312,0.0204398
313,0.00307639
314,-0.012197
315,-0.0154544
316,-0.00401227
317,-0.00221518
318,-0.00817518
319,-0.00124523
320,0.00140043
321,0.0182895
322,-0.018885
323,-0.00510252
324,0.0123838
325,0.0159895
326,-0.0104869
327,0.0125303
328,0.00375232
329,-0.000347081
330,0.0127005
331,0.010903
332,-0.00643964
333,0.0103752
334,-0.00257607
335,0.00738215
336,0.00852951
337,0.00421287
338,-0.0153734
339,0.0216276
340,0.0245025
341,0.0214298
342,-0.00255944
343,-0.000234945
344,0.0109494
345,-0.00945464
346,0.0137849
347,0.0154144
348,0.0123968
349,-0.000882939
350,-0.00278469
351,-0.0015961
352,0.00398551
353,0.00458917
354,-0.0168378
355,0.0234602
356,0.0179213
357,0.0102292
358,0.02294
359,0.0196379
360,0.0245949
361,-0.0130312
362,-0.000780068
363,-0.0116924
364,-0.0182137
365,0.0273427
366,-0.0016354
367,0.0167513
368,0.00275243
369,0.0197788
370,-0.0153601
371,-0.0430232
372,0.0118023
373,-0.00712814
374,0.00541327
375,0.0115352
376,0.0186172
377,0.022466
378,0.022708
379,0.0331511
380,0.00802068
381,-0.0142625
382,0.014288
383,0.00545092
384,-0.0239551
385,0.0148359
386,-0.000112189
387,0.0108071
388,0.00840727
389,-0.010818
390,-0.00235549
391,-0.119234
392,0.0144156
393,0.0179492
394,0.034602
395,-0.00504161
396,0.0285999
397,0.0131052
398,-0.00910457
399,0.00756278
400,0.00842498
401,-0.00893316
402,0.00634332
403,0.00876427
404,0.0116188
405,-0.0127421
406,-0.00316437
407,0.00656723
408,-0.0216469
409,-0.0399652
410,-0.0139513
411,0.0111681
412,-0.000114261
413,0.00736019
414,0.000237323
415,0.00619623
416,-0.0135933
417,-0.00555645
418,0.00774987
419,-0.00840316
420,0.0215817
421,0.00983195
422,-0.0115202
423,-0.0102082
424,0.0131347
425,0.0112385
426,-0.00315229
427,-0.0105304
428,0.00206217
429,0.00816985
430,-0.101463
431,5.52101e-05
432,0.029285
433,0.00636203
434,0.00766828
435,0.0136591
436,0.00359019
437,0.00569293
438,0.0175299
439,-0.00239062
440,-0.00606771
441,0.00917859
442,0.0213564
443,0.0126797
444,0.00902055
445,0.00611567
446,-0.0182116
447,0.0173492
448,-0.00965151
449,-0.0180567
450,0.0257584
451,0.00996228
452,0.0228312
